Genre,Budget,Marketing_Budget,Screens,Weeks,Shows,Ticket_Price,Screen_Stability,Actor_Popularity,Director_Success,Occupancy,Seats_Per_Screen,Target
Drama,414,14,21495,10,10,539,Growing,7,3,0.9208591630179035,218,1
Documentary,195,77,613,5,2,670,Growing,7,4,0.9033935181390511,132,0
Western,350,52,18134,5,6,643,Stable,4,9,0.30922573022564837,99,0
Sci-Fi,206,167,21110,6,9,219,Growing,2,4,0.8291557474695975,152,1
Mystery,275,186,14914,2,2,613,Growing,2,7,0.5918615779014612,163,0
Sport,271,91,7341,8,8,729,Stable,7,8,0.7916151192065959,106,0
Animation,257,115,13382,10,3,648,Growing,7,5,0.35580999163963684,137,1
Fantasy,124,20,23155,10,8,196,Drop Fast,7,2,0.34259189644428056,202,1
Animation,130,57,16425,2,8,469,Drop Fast,8,8,0.8735302506266428,212,1
War,150,44,2146,7,10,516,Growing,3,5,0.8784736442887425,153,0
Western,74,104,21787,4,7,356,Growing,5,5,0.5761385139275261,216,1
Thriller,285,24,391,5,5,227,Growing,6,7,0.8591104583304285,156,0
Biography,322,73,16624,9,8,458,Stable,8,6,0.7172212660525411,204,1
Sport,248,49,14375,5,8,255,Drop Fast,8,3,0.3795068198276944,204,0
Sport,311,10,10251,9,5,756,Drop Fast,3,7,0.4802679852775041,111,0
Mystery,401,181,6092,5,3,156,Growing,4,1,0.3452424553560689,106,0
Documentary,19,43,26108,10,14,681,Growing,6,4,0.7917640682516531,235,1
War,466,106,3649,7,12,655,Stable,4,4,0.9396755072870248,97,0
Crime,378,134,8527,2,10,786,Stable,4,6,0.6324648285962081,166,0
Comedy,242,111,6109,11,9,752,Drop Fast,5,6,0.7091050898804249,184,1
Musical,204,43,12593,3,6,175,Stable,7,8,0.7722647976935456,238,0
Thriller,404,122,29390,8,6,257,Drop Fast,2,1,0.4069813717013433,120,0
Biography,21,153,2141,11,2,184,Growing,2,7,0.4852008733434039,113,0
Comedy,403,172,26341,8,12,421,Growing,9,4,0.5386248479269643,86,1
Western,418,86,4421,4,10,408,Drop Fast,4,6,0.6662118185018304,84,0
Musical,186,58,24108,2,12,629,Growing,5,9,0.845344804704143,100,0
Romance,186,114,6743,9,11,383,Stable,3,3,0.42794248121293427,213,0
Mystery,226,16,22806,11,12,141,Growing,2,8,0.5796221605094523,199,1
Western,20,169,25164,11,9,233,Growing,8,3,0.7760737378432981,242,1
Animation,455,114,18142,8,6,713,Drop Fast,4,6,0.31116949965323704,185,0
Sci-Fi,127,42,14212,11,11,748,Stable,1,2,0.609025420828325,166,0
Western,173,147,2321,9,7,503,Stable,6,9,0.35106579235600754,210,1
Drama,48,11,17612,2,13,592,Growing,6,2,0.6274042277091445,240,0
Sci-Fi,62,82,11926,4,11,321,Growing,2,5,0.7874759329208058,117,0
Fantasy,227,182,24857,3,12,328,Stable,2,6,0.4158631877314578,166,0
Fantasy,215,69,5856,2,11,551,Stable,8,4,0.8446349118392934,159,0
Fantasy,496,106,9167,6,9,405,Drop Fast,7,7,0.484362877057225,192,0
Biography,321,199,19622,4,7,218,Growing,2,7,0.38354940449043906,223,0
Fantasy,369,105,15964,11,11,710,Growing,1,7,0.5757263765495964,168,1
Crime,394,48,16073,9,5,423,Stable,8,7,0.8632525574736436,185,1
War,65,35,29149,7,4,258,Drop Fast,2,9,0.29825314282187204,150,0
Fantasy,127,175,11279,11,8,338,Stable,5,2,0.4793000263516517,87,0
Mystery,397,81,18462,10,14,495,Growing,6,5,0.7072142182783792,210,1
Thriller,262,52,2471,10,3,419,Growing,1,9,0.5003066080869099,148,0
Sport,295,86,1807,7,8,288,Growing,2,2,0.2995767963128309,207,0
Horror,277,131,19723,3,2,408,Growing,4,3,0.4823992781463316,98,0
History,300,193,15879,10,14,348,Drop Fast,2,7,0.8246715702955711,214,1
Horror,342,88,17189,3,11,637,Growing,6,9,0.9276262657535181,165,1
Sci-Fi,189,14,21319,4,6,605,Stable,4,3,0.2778454381784029,129,0
Horror,424,33,28190,7,10,493,Drop Fast,3,8,0.6484986723445485,213,1
Musical,367,52,3865,3,14,751,Drop Fast,6,8,0.3237124031187937,212,0
Romance,244,194,16508,6,14,505,Growing,9,4,0.7262775704092042,140,1
Comedy,352,120,6052,3,2,280,Drop Fast,8,6,0.2555245582056357,174,0
Crime,205,17,5662,5,9,120,Growing,2,8,0.26031913799516126,137,0
War,317,176,18728,4,10,774,Drop Fast,3,9,0.7938158785014018,229,1
Sci-Fi,89,51,4470,6,10,682,Drop Fast,2,2,0.30210472588810844,111,0
Romance,144,107,15897,7,9,693,Stable,7,1,0.46362717200094494,224,1
Mystery,31,196,28541,8,5,254,Stable,9,5,0.9206282968726817,248,1
Fantasy,486,95,24691,11,8,658,Stable,1,3,0.9396729822132298,101,0
War,340,57,17960,9,2,293,Drop Fast,3,6,0.36298200332024677,159,0
Drama,449,96,3662,10,8,323,Stable,6,1,0.6426313450050951,121,0
Biography,234,81,15674,5,7,498,Stable,4,4,0.64140417994321,158,0
Family,67,48,547,5,6,379,Stable,1,6,0.5666664833728293,215,0
Sport,102,160,16584,8,2,109,Drop Fast,9,2,0.8972901107847969,125,1
Action,201,6,262,11,9,475,Growing,7,8,0.7778237363869122,194,1
Mystery,112,105,1983,11,11,571,Stable,7,4,0.7851688549773607,210,1
Mystery,405,61,28590,10,2,251,Drop Fast,1,2,0.4386986022385402,156,0
Comedy,16,61,8617,3,2,715,Drop Fast,9,1,0.5540238405411471,109,0
Adventure,137,38,6766,7,4,223,Growing,8,8,0.5911965889328171,107,0
History,64,62,17626,11,14,796,Stable,5,1,0.4592384288430915,152,0
Family,240,184,25620,11,9,652,Drop Fast,4,7,0.3163724426134406,232,1
Musical,371,161,11072,9,9,523,Drop Fast,1,7,0.33845145748055117,244,1
Documentary,71,39,28895,6,8,622,Drop Fast,9,6,0.37646978972664524,118,1
Biography,249,79,15518,6,6,612,Growing,8,8,0.39255733405546384,162,0
Fantasy,99,180,1434,9,9,270,Stable,2,1,0.41958326644738086,146,0
Sport,241,37,2184,2,3,664,Drop Fast,4,1,0.42882202027444605,208,0
Animation,466,119,29032,7,9,224,Drop Fast,4,1,0.5690014418412751,117,0
Mystery,242,79,26054,11,13,274,Drop Fast,7,6,0.6067012335782289,131,1
Animation,363,77,18178,10,12,603,Drop Fast,3,7,0.46621544568844914,162,0
Animation,342,82,22841,7,3,484,Stable,8,9,0.8851074939445097,164,1
Thriller,448,13,27327,8,11,783,Stable,7,5,0.6371978063372682,92,0
History,384,52,2152,5,6,670,Drop Fast,4,1,0.8012338496233847,96,0
Sport,301,71,18279,11,12,205,Drop Fast,9,9,0.8969664826945903,163,1
Adventure,354,168,17538,2,14,736,Drop Fast,6,5,0.3641945802030636,237,0
Fantasy,161,123,3491,10,5,627,Growing,3,6,0.5495121386009442,245,0
Western,437,176,8748,7,14,137,Growing,7,9,0.5532472812002261,218,1
Musical,154,192,14704,4,2,494,Growing,6,2,0.4981305753068479,234,0
History,139,195,11987,5,6,576,Drop Fast,8,3,0.256234106586148,117,0
Family,150,137,1168,11,8,566,Growing,5,7,0.8211804754446664,107,1
Adventure,424,123,16825,7,2,604,Stable,6,3,0.328091525087732,233,0
Biography,102,90,28222,7,3,414,Growing,1,2,0.9468364185452312,182,0
Biography,123,110,4434,10,13,384,Drop Fast,8,7,0.7910709443378271,240,1
Romance,293,80,26920,5,10,563,Stable,1,8,0.65600701232456,239,1
Documentary,453,44,8538,6,13,779,Drop Fast,3,9,0.3582244924191182,232,0
Thriller,420,23,7549,6,6,363,Stable,2,2,0.6107750799752729,103,0
Drama,152,51,13568,4,14,709,Growing,6,2,0.4327761186004662,247,0
Family,232,69,21745,3,8,745,Growing,8,7,0.4266257671801486,234,0
Musical,241,199,15401,9,3,528,Stable,8,4,0.8306704745677398,125,1
Family,472,150,16270,11,8,464,Stable,7,5,0.5164510967716043,163,1
Thriller,42,182,8934,10,8,280,Drop Fast,7,1,0.5655066623735628,176,1
Horror,285,34,9083,11,8,760,Stable,8,6,0.8400753164460828,148,1
Fantasy,179,130,1225,10,6,343,Drop Fast,5,8,0.3114534380031898,148,0
History,149,70,28826,6,10,412,Stable,3,1,0.6662324971637347,118,0
History,366,9,12397,10,3,175,Stable,2,2,0.6547509769611264,236,0
Sport,210,97,3559,5,5,361,Growing,3,7,0.5476501984866726,154,0
Sport,32,101,5457,3,3,330,Growing,3,2,0.830842248996865,165,0
Sci-Fi,465,174,22320,4,9,479,Drop Fast,7,9,0.9100230429349848,110,1
Romance,233,98,24263,2,13,745,Drop Fast,1,6,0.5757351033395275,144,0
Documentary,377,110,3151,6,12,408,Drop Fast,7,5,0.5693029356988797,94,0
History,279,137,25505,2,2,487,Stable,6,7,0.6014446107695213,162,0
War,356,182,7589,2,10,424,Stable,2,8,0.7561868215831431,153,0
Horror,162,89,14866,8,13,555,Drop Fast,1,9,0.7176422034892735,88,1
Thriller,342,62,15152,3,14,611,Stable,9,6,0.40598446444482095,92,0
Fantasy,94,83,29275,9,6,442,Growing,2,5,0.2947267440195403,199,0
History,118,12,19139,7,12,615,Stable,4,7,0.9144778908717525,124,1
Romance,40,163,14427,5,13,541,Growing,9,2,0.43274883181359297,169,0
Romance,238,16,17734,10,4,648,Drop Fast,9,8,0.6970176792834142,213,1
Drama,249,153,15824,11,13,682,Stable,1,4,0.8299066019206056,183,1
Drama,387,98,1935,9,12,361,Drop Fast,2,1,0.4601937253830304,123,0
History,372,194,24515,11,5,562,Growing,2,3,0.6948033895598501,81,0
Comedy,319,95,17622,4,2,789,Drop Fast,2,9,0.32553016880445745,236,0
Family,398,37,6569,4,4,707,Growing,8,4,0.9289520110629624,204,0
Romance,150,158,7327,5,12,326,Growing,8,3,0.2907107925354381,91,0
Fantasy,165,104,3112,10,9,622,Drop Fast,8,4,0.5567222716886834,193,1
Fantasy,308,172,15664,10,13,288,Growing,4,3,0.6257734694420163,146,1
Romance,354,197,21424,6,3,308,Drop Fast,8,3,0.8033372450643548,90,0
War,380,191,27316,10,3,112,Drop Fast,7,2,0.3347899619506949,84,0
Drama,108,19,12806,7,10,261,Drop Fast,8,6,0.5585655816986236,124,0
Mystery,56,118,1442,9,6,671,Growing,1,6,0.45979809868041666,196,0
Drama,496,133,15836,9,6,592,Growing,3,4,0.468407500985338,213,0
Biography,336,15,25548,11,2,534,Stable,6,8,0.7951515412456756,159,1
Sport,431,59,10308,8,14,104,Drop Fast,1,6,0.2538226615222832,173,0
Sci-Fi,489,6,8298,5,7,301,Drop Fast,4,8,0.7743585489351764,163,0
Western,76,69,3612,5,9,515,Drop Fast,9,6,0.8172789010861743,168,0
Adventure,71,176,19083,7,7,111,Drop Fast,7,9,0.8809535706894482,190,1
Western,118,20,11832,10,8,496,Drop Fast,1,3,0.6888172622613384,146,0
Thriller,176,154,13431,8,5,440,Drop Fast,6,3,0.4834187297905689,241,1
Horror,46,110,15383,6,3,472,Drop Fast,6,2,0.5490643127842094,91,0
History,128,150,7360,6,2,477,Stable,2,6,0.9288152576012004,106,0
History,95,179,22694,9,13,324,Stable,6,7,0.8668307785050965,184,1
Mystery,391,34,20129,7,7,281,Drop Fast,2,7,0.5744681363696094,165,0
Musical,401,14,17797,2,10,396,Drop Fast,8,5,0.9101441049776456,196,1
Sport,474,190,11323,2,11,406,Stable,7,6,0.8260684127845213,235,1
Western,61,66,17002,10,6,530,Stable,6,7,0.8807629031618563,209,1
Western,100,89,28557,9,13,789,Drop Fast,6,2,0.7280840642031446,216,1
History,298,138,5160,7,3,217,Drop Fast,9,7,0.8503578304233965,110,0
Sport,346,71,988,2,2,451,Stable,9,1,0.874236298934028,243,0
Horror,307,45,18455,3,4,687,Stable,2,6,0.31441160917847,192,0
Action,213,175,29366,11,5,145,Drop Fast,3,8,0.925651883662461,184,1
Action,377,22,13550,4,8,326,Stable,7,1,0.48352916913484434,94,0
Animation,247,62,18609,11,10,455,Drop Fast,9,1,0.5579296567083487,176,1
History,391,64,22848,4,9,393,Growing,6,6,0.8043326314349707,110,0
Sport,164,92,2646,3,10,339,Drop Fast,1,5,0.7154274139007484,234,0
Fantasy,249,31,24013,3,8,447,Drop Fast,7,3,0.87514193870524,81,0
Musical,145,72,21407,7,11,240,Drop Fast,1,7,0.5304016255437405,122,0
History,416,26,16383,8,9,303,Stable,5,7,0.511301714573311,194,0
War,371,156,8952,5,9,761,Drop Fast,9,7,0.2721821946789238,202,0
Fantasy,390,44,19235,2,2,741,Drop Fast,9,6,0.5739077636687606,80,0
Fantasy,378,113,13640,7,13,368,Stable,1,4,0.7568495392303761,88,0
Animation,73,78,12296,8,13,412,Growing,6,9,0.4608251023383512,209,1
History,132,70,17123,5,10,517,Growing,3,9,0.573908559571689,180,0
Thriller,263,172,6699,7,3,236,Stable,9,7,0.4035784379396946,189,1
Sci-Fi,486,10,21339,10,13,727,Drop Fast,3,7,0.7909514641100225,219,1
Sport,123,116,14967,5,12,450,Growing,2,8,0.292358092938803,217,0
Family,29,22,22543,11,8,260,Growing,8,5,0.7437681385003487,190,1
Comedy,25,85,27912,5,14,766,Stable,3,9,0.5152580082214884,144,0
Musical,154,106,19873,11,11,272,Growing,5,6,0.2791172485709846,144,1
Sport,217,114,27386,6,11,229,Growing,6,7,0.84742871110425,140,1
Thriller,28,34,22130,4,14,178,Stable,1,7,0.5914053042268156,174,0
History,385,126,29688,11,6,668,Growing,7,9,0.6695232787312904,114,1
Musical,401,153,26720,3,5,156,Drop Fast,7,7,0.7624214840671197,218,1
War,175,66,11537,10,2,499,Stable,5,3,0.708552103100832,117,0
Musical,47,142,16019,2,2,462,Drop Fast,9,6,0.7615998095702281,193,1
History,190,124,15984,6,4,434,Drop Fast,2,6,0.7835971792045003,118,0
Crime,358,111,19342,6,2,233,Stable,5,7,0.6624060713952276,228,1
Family,114,145,5511,9,9,113,Growing,2,6,0.5059464816354297,199,0
Sport,109,80,11652,7,4,382,Stable,2,4,0.42019950480143986,243,0
Fantasy,99,13,20691,7,12,758,Growing,9,6,0.8820322656569509,189,1
Documentary,424,43,14774,7,11,520,Drop Fast,7,3,0.9289473912467542,99,0
Western,309,28,18479,5,3,226,Growing,4,1,0.5003639285687462,122,0
Animation,453,129,16152,2,7,317,Drop Fast,8,1,0.32861751035061015,228,0
Adventure,341,122,2700,4,5,779,Drop Fast,4,5,0.40577612898150184,242,0
Western,410,38,14918,11,14,754,Drop Fast,1,8,0.7194671421910327,143,1
Mystery,88,65,3029,7,14,588,Stable,3,3,0.3710533589708315,186,0
Biography,82,173,28649,6,12,359,Growing,1,2,0.7960855911426916,111,0
Western,432,137,247,11,14,317,Growing,2,8,0.8961211679122995,115,1
Action,435,83,2564,2,12,757,Growing,2,9,0.924556060555193,184,0
Western,185,54,27032,6,14,588,Drop Fast,7,9,0.25652785418242346,148,1
Adventure,405,136,22250,3,5,542,Stable,4,2,0.9207079154680916,188,1
Animation,105,55,13064,2,3,198,Growing,9,8,0.7681360933907324,211,0
Action,354,56,23042,5,3,281,Growing,2,2,0.3088351625846616,86,0
Biography,112,126,25529,7,12,268,Stable,9,7,0.5406683281451086,163,1
Drama,411,171,8377,8,7,332,Growing,6,8,0.7400318322056563,231,1
Crime,472,12,13547,10,6,192,Stable,8,1,0.9196798448627345,228,1
Comedy,233,117,24214,6,10,728,Stable,7,8,0.3648989755279748,226,1
Family,15,49,8131,9,5,571,Growing,8,3,0.33941329734886777,235,0
Adventure,131,92,23642,9,6,615,Stable,9,1,0.580642937283315,239,1
Animation,245,32,19386,10,2,184,Stable,8,7,0.9276692256169424,113,1
Biography,436,123,13041,4,13,778,Growing,6,3,0.9299654506806073,95,0
Action,125,111,12044,4,13,618,Drop Fast,8,8,0.4095403187370365,117,0
History,172,31,8794,10,3,480,Growing,8,9,0.4735430035800201,194,1
War,235,197,13618,8,4,506,Growing,2,2,0.8856223899512581,160,0
Fantasy,239,166,2286,5,6,331,Drop Fast,2,1,0.7643890435964449,198,0
Fantasy,191,85,23308,2,13,350,Stable,1,8,0.9306215000603327,211,1
Biography,258,105,10619,8,6,184,Growing,2,6,0.875203854110888,135,0
Action,327,66,22739,11,5,418,Drop Fast,7,1,0.40056723521962034,247,1
Crime,462,66,11802,7,11,292,Drop Fast,3,3,0.7818088015888783,199,0
Fantasy,219,170,11382,4,4,734,Growing,4,9,0.2839956620920816,129,0
Mystery,153,30,13035,6,10,700,Growing,4,9,0.8224829451190317,188,1
Documentary,401,125,17733,4,2,706,Drop Fast,4,6,0.6710897337112256,196,0
Crime,354,28,16646,9,7,399,Growing,2,3,0.9192706738455232,247,1
Thriller,105,43,29715,6,8,457,Drop Fast,6,8,0.9220227188283548,185,1
Crime,391,128,3353,11,11,656,Growing,1,6,0.2855705763170487,161,0
Sport,355,25,9400,11,5,552,Drop Fast,5,1,0.36236503988903745,193,0
Action,253,98,22522,7,11,662,Growing,2,6,0.588944933123084,128,1
Fantasy,95,179,10423,3,4,605,Growing,9,5,0.8656454674623044,127,0
Romance,424,119,26098,9,9,164,Growing,2,8,0.8201115996072394,213,1
Musical,403,180,10473,10,10,665,Stable,6,2,0.925059018446245,205,1
Romance,193,125,951,4,14,321,Growing,4,7,0.6826588819779386,212,0
Sci-Fi,130,17,24360,7,2,565,Drop Fast,6,6,0.4295944636931344,158,1
History,341,135,28920,7,12,171,Drop Fast,2,1,0.26757464765362415,223,0
Documentary,101,164,9049,3,13,573,Stable,2,8,0.40604854350438424,191,0
Fantasy,79,167,26436,11,11,779,Stable,7,6,0.7226912385675373,224,1
Adventure,413,23,17284,9,10,797,Stable,3,3,0.8983923763401092,199,1
Sport,142,146,25856,6,8,754,Growing,3,5,0.4746325671157854,180,0
Drama,288,180,16420,9,2,118,Growing,7,7,0.8629930312025067,186,1
Documentary,146,85,10548,9,8,621,Drop Fast,8,9,0.5264287738388096,158,1
Crime,323,127,18124,4,6,782,Drop Fast,7,4,0.4657898745579852,242,1
Sport,196,72,19616,6,11,514,Growing,3,2,0.6061909699640726,87,0
Documentary,230,177,6367,8,14,463,Drop Fast,3,3,0.5595914446867306,178,1
Comedy,473,23,6564,6,14,627,Growing,7,7,0.8896599079619126,140,0
Fantasy,447,68,2183,7,8,179,Stable,3,8,0.5777798631856885,179,0
Documentary,55,105,25090,3,13,289,Growing,2,5,0.44413477105615284,106,0
Thriller,287,70,14829,9,10,247,Growing,7,3,0.8397959042513325,198,1
Sport,201,70,16488,6,9,774,Growing,3,1,0.9491246581616967,99,0
Romance,17,79,11473,7,7,542,Drop Fast,5,1,0.7037199934269267,136,0
Documentary,388,49,22380,2,3,364,Growing,7,2,0.425322958255451,102,0
Romance,285,91,7848,11,9,749,Growing,2,5,0.41717055390922547,179,1
Comedy,188,71,8094,3,13,608,Growing,8,3,0.29039468735068186,209,0
Romance,343,7,13505,5,5,400,Stable,2,7,0.3041051269598594,234,0
Sci-Fi,48,170,13125,10,9,565,Growing,4,2,0.8904881666279336,239,1
Documentary,302,174,18898,7,8,464,Growing,4,2,0.31754097493468536,119,0
Western,187,172,24543,9,5,498,Growing,8,3,0.5890406937937451,183,1
Horror,171,182,10527,3,9,592,Drop Fast,1,1,0.7386852457852247,112,0
Sport,340,167,18233,11,12,641,Stable,9,2,0.8452483479415221,108,1
Crime,383,28,24284,6,12,579,Stable,6,5,0.36988966517760913,112,0
Horror,113,92,11611,2,13,267,Growing,4,3,0.5564450753877498,179,0
History,170,21,7100,5,12,702,Growing,6,6,0.4260361365096442,224,0
Western,296,44,16337,11,3,190,Drop Fast,6,2,0.4290761629766211,153,0
Sport,132,198,4000,2,10,399,Growing,9,8,0.4626875152406731,144,0
Adventure,63,176,2678,10,7,273,Drop Fast,4,4,0.6609813500929271,201,1
Horror,437,155,28843,3,8,745,Growing,8,3,0.26160423017991175,122,0
War,43,10,10167,8,11,472,Drop Fast,1,5,0.5361364004208695,196,0
Documentary,251,198,10358,4,2,123,Stable,6,8,0.3807810946629548,206,0
Drama,464,153,7254,3,4,300,Growing,5,9,0.9269829559588443,179,0
War,387,123,6259,5,11,106,Drop Fast,3,1,0.6579104114752172,170,0
Fantasy,122,124,10159,8,6,105,Drop Fast,4,4,0.8576668281812257,122,0
Action,327,39,12207,8,13,729,Growing,8,6,0.38698299073872844,244,1
Mystery,32,117,8633,10,8,260,Drop Fast,2,6,0.8170109895266514,125,0
Musical,55,33,29573,4,2,696,Growing,8,9,0.5403477229136633,104,0
Family,321,11,27725,8,10,347,Growing,7,1,0.3743862821945817,177,0
Fantasy,144,57,29612,7,6,265,Drop Fast,1,5,0.7828716416717629,172,0
Action,127,169,6409,11,14,527,Drop Fast,2,1,0.7834077683306966,178,1
Biography,482,27,7315,8,13,244,Drop Fast,7,6,0.9471215348048427,184,1
Fantasy,198,101,13268,8,4,610,Stable,3,9,0.7966560832587147,153,0
Family,140,140,18840,11,8,642,Growing,2,4,0.3516870735489895,196,1
Musical,431,80,28887,6,11,608,Growing,1,9,0.47578131925000977,117,0
Horror,221,180,3568,10,9,319,Stable,7,3,0.5662088421038022,245,1
Romance,427,14,29857,8,11,744,Stable,3,7,0.3386569639968566,80,0
Biography,122,121,23971,8,11,675,Drop Fast,6,5,0.8016272821134698,133,1
Adventure,53,28,16328,4,4,175,Growing,8,1,0.6186889765388105,175,0
Animation,137,179,25142,2,8,742,Stable,6,7,0.9111146983670274,101,1
Family,373,185,3027,6,8,418,Stable,7,8,0.6625157011680742,98,0
Biography,167,43,26028,9,5,137,Growing,6,6,0.6160293586167778,113,0
War,282,199,16190,6,11,665,Growing,7,1,0.29999760705300504,123,0
History,324,70,2687,11,10,741,Growing,5,9,0.35454213346120445,196,1
Comedy,403,10,29561,4,2,613,Drop Fast,9,7,0.8446682537349057,188,1
Drama,364,25,20187,10,2,345,Stable,3,6,0.9434731844780657,146,1
Mystery,349,77,20105,3,6,239,Drop Fast,6,4,0.5406253951287886,193,0
Adventure,411,78,13547,4,14,357,Growing,9,3,0.8170602586074504,101,0
Western,54,40,29718,5,4,716,Growing,1,4,0.6893100364314562,108,0
Fantasy,117,135,21101,11,11,480,Stable,5,1,0.9213414915701995,221,1
Mystery,228,174,16477,2,14,577,Drop Fast,4,9,0.4166960648108653,141,0
Documentary,452,177,1843,5,10,284,Drop Fast,9,2,0.6313850201055601,94,0
Drama,327,48,17796,5,6,402,Drop Fast,1,2,0.5361570728398168,221,0
Sci-Fi,324,95,23929,10,8,593,Growing,4,3,0.6292011831601106,194,1
Drama,186,165,21287,9,2,263,Stable,1,1,0.43820065839319866,229,0
Family,237,64,22018,3,3,743,Drop Fast,3,3,0.5984223139010207,176,0
Sport,200,97,219,8,12,302,Growing,4,4,0.6873629027073356,166,0
Animation,480,87,875,7,13,507,Growing,1,9,0.30685111879964444,204,0
Drama,169,87,21061,8,5,309,Drop Fast,5,5,0.7700910783653362,199,1
Biography,403,81,17192,5,10,200,Stable,6,6,0.7445660742122922,86,0
Adventure,276,30,22870,6,6,545,Stable,1,1,0.8663203210160396,163,0
Biography,367,25,16645,7,6,660,Drop Fast,4,3,0.5480995862669479,86,0
Animation,335,124,9657,10,10,467,Growing,4,7,0.2931683928303024,96,0
Comedy,388,134,27061,3,9,338,Growing,1,7,0.5730227903151808,111,0
Musical,498,179,1354,10,3,390,Drop Fast,2,1,0.34632642044337303,204,0
Western,199,112,10020,11,8,471,Growing,5,9,0.7032127694652723,158,1
Biography,184,162,10018,2,2,530,Growing,2,1,0.2829920668919141,141,0
Horror,299,31,3916,5,11,379,Drop Fast,3,7,0.5117974843593867,137,0
Family,493,75,5442,6,12,566,Growing,9,2,0.3079900289412468,190,0
Family,366,152,22143,10,12,415,Drop Fast,5,9,0.2523565038501223,210,1
Action,154,54,5222,7,10,176,Drop Fast,1,9,0.9223900567311142,168,1
Comedy,241,99,23069,5,4,250,Drop Fast,5,9,0.9472891436183961,159,1
Drama,369,27,18026,3,14,495,Growing,3,4,0.6388520660722692,197,0
Western,447,145,1853,6,3,595,Drop Fast,1,6,0.4172690949618387,80,0
Sport,213,85,2702,9,5,396,Growing,3,2,0.8877693257660602,189,0
Western,222,136,19853,9,5,768,Drop Fast,6,3,0.8961256179532746,146,1
